0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,5,0,2,2,0,0,3,0,2,0,1,2,2,2,2,0,3,0,2,0,2,1,1,1,1,1,1,1,2,0,1,2,1,0,0,2,0,0,2,0,1,1,3,0,0,0,1,0,1,1,1,1,2,0,2,1,2,1,2,1,1,0,0,4,1,1,2,4,5,4,3,4,4,2,5,5,6,7,7,5,10,13,11,8,10,11,8,12,16,14,8,12,8,11,9,14,15,15,11,11,4,8,6,5,7,2,2,3,0,0,4,2,2,3,1,3,3,0,3,2,3,4,3,3,4,2,5,2,4,5,3,6,5,1,8,2,6,8,4,7,7,4,7,6,6,11,4,13,8,13,10,6,13,14,11,13,24,20,24,19,23,14,16,15,19,13,13,13,15,16,9,17,11,21,11,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cifar_8_701
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,4,6,13,24,32,23,37,30,35,12,17,19,8,16,14,20,22,23,18,16,9,10,14,7,6,4,1,10,3,6,4,1,6,0,3,0,2,1,1,3,1,1,5,3,3,4,1,1,1,4,3,1,4,1,1,3,5,2,3,3,1,0,2,2,2,0,4,1,1,1,3,1,2,0,2,1,3,4,1,1,1,2,2,4,1,2,4,3,2,3,1,1,4,2,3,1,2,4,2,3,2,2,3,4,2,3,2,2,1,4,2,1,1,6,6,2,1,1,2,2,1,3,1,2,2,6,5,2,1,5,4,5,3,1,1,0,3,5,3,2,0,2,2,3,4,4,2,4,4,5,4,4,1,5,4,6,6,4,3,6,2,6,6,4,2,7,2,5,6,3,1,6,3,6,6,7,6,4,6,6,2,7,7,5,6,8,6,7,12,7,6,7,7,7,6,4,4,4,6,6,2,4,1,1,2,0,2,1,0,1,0,2,0,0,0,0,0,0,cifar_8_702
0,2,0,2,0,3,1,3,2,2,0,3,3,0,4,0,1,2,2,2,3,1,4,5,1,0,5,1,2,2,3,3,1,2,2,1,6,4,2,1,0,3,3,6,2,2,3,4,2,1,5,2,5,3,3,2,2,4,2,2,0,3,3,2,3,3,1,7,2,4,2,5,1,1,3,2,2,4,3,2,3,2,7,7,10,1,4,7,5,10,9,5,3,6,6,5,7,5,8,9,5,9,1,13,8,9,8,10,7,8,6,5,3,9,9,2,4,3,4,8,2,5,5,3,1,1,4,8,3,5,3,3,5,3,3,4,8,5,6,7,7,1,5,5,3,3,2,4,3,0,6,5,3,3,5,4,6,4,6,2,2,8,2,3,5,7,3,5,6,5,9,14,10,5,5,1,2,6,4,5,5,7,6,7,13,4,4,8,11,6,7,9,7,12,10,9,8,6,9,3,6,5,10,4,6,9,4,3,8,3,3,9,11,5,4,1,7,5,1,5,3,5,4,5,3,5,3,3,2,3,2,1,2,2,1,1,1,0,2,1,0,1,0,0,0,1,0,2,1,2,0,0,0,0,0,0,cifar_8_703
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,5,1,2,3,1,7,7,14,6,7,4,7,12,6,7,6,4,4,8,4,5,4,3,1,2,1,4,1,3,3,5,1,2,2,1,2,3,2,0,2,3,1,2,1,0,1,1,0,2,2,1,2,2,0,2,1,1,2,3,1,1,1,3,1,3,2,4,2,2,0,3,1,1,1,3,2,1,2,2,2,7,3,0,2,2,0,5,3,1,2,5,2,3,2,1,3,7,4,3,0,2,6,1,4,6,1,4,5,2,3,2,3,4,5,4,4,4,5,4,6,3,1,3,4,7,6,2,5,1,3,2,3,3,1,1,2,2,2,6,4,4,7,7,5,9,7,11,9,6,12,14,14,20,16,20,14,13,14,10,14,11,14,7,9,2,7,10,4,4,10,3,3,1,2,4,2,6,0,1,4,4,1,2,4,3,2,2,0,1,2,4,3,3,4,1,2,4,2,3,1,3,5,4,6,5,5,5,5,6,4,6,5,5,3,10,5,4,2,9,7,4,3,5,6,5,11,6,12,8,14,18,7,14,5,cifar_8_704
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,2,1,1,2,5,2,2,1,1,1,1,0,0,1,1,1,0,3,2,0,3,2,2,0,1,2,0,1,1,5,2,2,2,4,0,4,4,3,2,4,4,2,3,2,6,3,2,5,8,5,5,6,3,5,5,10,0,4,2,3,5,3,1,5,3,2,4,3,2,1,3,0,1,1,2,3,1,1,0,1,3,1,1,2,1,0,1,1,3,1,2,1,4,2,3,3,3,3,2,2,4,3,6,4,2,2,3,0,2,4,4,1,1,2,2,2,2,3,8,2,6,6,1,2,4,1,5,2,2,1,6,2,3,1,1,5,1,0,4,5,1,2,1,1,1,0,6,2,4,1,2,3,4,1,5,3,1,2,4,3,4,3,0,1,1,6,4,0,2,4,3,3,2,1,4,1,5,4,2,2,1,2,1,3,1,3,2,1,1,3,6,6,6,6,7,6,4,6,5,4,7,17,15,19,20,38,35,52,49,52,48,44,23,16,20,16,5,4,1,5,4,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,cifar_8_705
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,3,3,4,5,8,7,6,10,9,8,11,6,7,16,10,9,14,7,9,3,8,7,3,5,3,6,8,5,6,9,7,3,6,3,2,4,6,2,2,3,3,5,4,0,2,2,1,0,0,1,0,0,4,4,3,2,0,1,2,2,1,2,3,2,1,1,2,0,0,2,2,1,1,4,1,5,1,2,0,2,5,5,3,3,2,4,0,0,3,1,1,2,4,0,7,1,4,2,2,5,1,2,2,1,2,2,1,0,3,3,4,2,5,3,3,3,3,3,1,3,5,7,4,5,2,5,6,2,2,3,4,5,3,4,4,10,5,8,10,10,10,9,11,10,9,12,22,8,12,20,19,30,30,27,32,31,25,18,18,16,13,7,9,10,5,16,8,8,4,7,6,1,2,2,1,6,1,1,2,3,2,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cifar_8_706
0,0,0,0,0,0,0,1,0,3,1,0,1,0,2,2,1,1,0,1,0,0,0,1,1,1,2,1,2,2,0,0,1,1,0,2,0,1,1,1,0,1,0,1,3,1,0,1,2,3,0,1,2,0,1,1,1,6,0,1,1,1,2,1,2,2,3,0,5,2,5,1,1,3,1,1,2,1,2,0,1,2,1,3,1,0,2,2,1,1,2,1,1,0,1,1,3,5,4,2,5,3,3,3,0,2,1,1,3,0,3,2,1,2,1,2,1,3,2,6,1,1,4,3,2,6,4,5,3,2,4,4,3,1,1,1,3,4,5,1,7,5,8,4,9,11,8,4,12,7,11,12,11,9,11,14,8,10,12,13,14,12,13,13,19,15,16,18,18,18,12,18,14,20,18,13,20,16,18,11,16,8,15,17,15,11,7,15,9,14,18,22,26,10,9,10,16,13,7,6,6,3,6,2,3,0,2,1,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cifar_8_707
1,0,0,0,0,0,0,0,1,1,1,1,1,0,2,2,4,1,2,2,1,2,2,2,4,1,2,5,6,2,2,2,2,3,5,5,8,3,2,5,3,3,3,6,4,4,1,2,4,5,3,5,4,2,6,1,5,2,1,5,1,4,6,1,1,3,4,2,4,2,0,4,0,1,3,0,3,0,1,1,0,2,3,3,2,3,1,2,7,2,2,1,3,3,0,4,3,6,3,10,3,7,11,7,5,4,4,3,6,9,5,4,3,2,7,6,6,6,4,6,5,4,9,6,3,1,4,5,8,4,9,5,6,5,2,6,4,1,2,6,3,2,5,2,3,4,4,6,2,6,2,1,0,1,1,4,3,0,3,4,1,3,1,2,3,2,3,2,2,4,5,0,2,3,3,4,3,3,1,2,2,1,0,2,2,1,1,2,4,2,3,2,2,4,2,6,2,1,2,3,4,5,2,2,3,2,2,2,5,1,2,2,2,5,3,6,5,7,2,6,3,9,7,4,8,6,9,8,12,4,10,10,4,8,7,3,4,7,3,4,10,4,10,9,10,9,8,14,17,21,16,22,13,15,10,33,cifar_8_708
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,3,0,2,0,0,5,3,2,2,2,1,2,0,0,1,1,3,1,0,1,1,0,2,3,1,0,1,0,1,2,1,3,0,1,1,2,1,2,0,0,2,0,1,2,2,1,3,3,3,3,1,2,1,2,2,4,2,2,1,1,6,6,2,5,7,5,5,4,4,5,5,8,7,5,9,3,8,9,5,11,10,7,5,13,15,14,9,16,11,11,18,11,7,13,22,17,20,16,17,18,15,20,12,11,17,13,24,13,25,24,12,17,14,14,12,13,9,10,13,12,11,11,7,13,12,9,15,9,16,6,12,9,5,12,6,5,10,4,9,6,5,6,2,6,2,5,4,5,2,1,1,3,0,0,2,0,0,0,1,0,1,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cifar_8_709
1,24,21,22,18,12,6,11,6,9,12,11,8,11,5,4,4,11,5,3,5,6,4,8,0,8,4,6,8,4,6,2,7,16,6,5,13,4,3,7,9,9,2,5,5,2,4,6,3,2,8,6,6,9,5,3,3,10,3,4,9,1,2,3,1,5,4,4,5,9,9,9,12,9,6,6,10,9,7,5,10,5,8,4,6,5,2,6,5,4,4,3,3,3,0,2,3,0,0,4,1,4,2,1,1,2,3,0,2,2,2,3,5,3,3,0,1,2,10,7,8,5,7,11,3,9,8,8,7,2,6,4,1,0,2,5,6,2,6,6,3,3,1,6,6,0,4,4,9,10,3,6,5,4,5,1,1,1,1,2,1,2,0,1,1,3,6,1,1,2,3,1,2,3,2,3,3,1,5,0,0,1,0,0,1,8,2,4,5,9,4,0,8,2,4,3,2,1,6,3,5,7,10,4,3,5,1,1,5,7,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cifar_8_710
